Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,EUR=,XAU=,GDX,GLD
2019-01-18,39.205,107.71,49.19,84.81,202.54,266.46,1.1361,1281.11,20.31,121.02
2019-01-21,,,,,,,1.1364,1279.53,,
2019-01-22,38.325,105.68,48.27,81.6085,197.68,262.86,1.1358,1284.64,20.45,121.45
2019-01-23,38.48,106.71,47.94,82.001,196.9,263.41,1.138,1282.01,20.49,121.28
2019-01-24,38.175,106.2,49.76,82.74650000000001,197.8,263.55,1.1305,1280.56,20.5,121.09
2019-01-25,39.44,107.17,47.04,83.52850000000001,200.74,265.78,1.1412,1303.14,21.18,122.86
2019-01-28,39.075,105.08,46.71,81.89450000000001,199.72,263.76,1.1433,1303.46,21.45,123.29
2019-01-29,38.67,102.94,46.54,79.69400000000002,200.5,263.41,1.143,1311.86,21.97,123.98
2019-01-30,41.3125,106.38,47.54,83.5215,202.48,267.58,1.1477,1319.51,22.18,124.69
2019-01-31,41.61,104.43,47.12,85.93650000000001,198.01,269.93,1.1444,1320.56,22.69,124.75
2019-02-01,41.63,102.78,48.73,81.31150000000001,196.54,270.06,1.1454,1317.9301,22.57,124.5
2019-02-04,42.8125,105.74,49.22,81.66550000000001,197.72,271.96,1.1435,1311.6899,22.49,123.96
2019-02-05,43.545,107.22,50.01,82.9405,198.01,273.1,1.1412,1314.95,22.61,124.28
2019-02-06,43.56,106.03,49.9,82.013,196.62,272.74,1.136,1306.15,22.22,123.44
2019-02-07,42.735,105.27,49.23,80.7185,193.07,270.14,1.134,1310.03,22.03,123.74
2019-02-08,42.6025,105.67,48.84,79.411,191.67,270.47,1.1328,1313.99,22.34,124.21
2019-02-11,42.3575,105.25,48.77,79.55000000000001,191.33,270.62,1.1275,1308.26,22.08,123.6
2019-02-12,42.7225,106.89,50.01,81.90050000000001,194.49,274.1,1.1324,1310.51,22.05,123.86
2019-02-13,42.545,106.81,50.47,82.0,194.69,274.99,1.1265,1306.12,21.92,123.37
2019-02-14,42.7,106.9,50.81,81.13250000000001,192.53,274.38,1.1299,1312.48,22.14,124.06
2019-02-15,42.605,108.22,51.66,80.39750000000001,198.5,277.37,1.1293,1321.01,22.43,124.8
2019-02-18,,,,,,,1.1308,1326.15,,
2019-02-19,42.7325,108.17,51.4,81.379,198.67,277.85,1.134,1341.08,23.14,126.7
2019-02-20,43.0075,107.15,51.39,81.105,198.6,278.41,1.1335,1338.41,23.36,126.48
2019-02-21,42.765,109.41,51.41,80.97200000000001,196.36,277.42,1.1334,1323.11,22.98,125.05
2019-02-22,43.2425,110.97,52.49,81.578,196.0,279.14,1.1341,1327.71,23.06,125.5
2019-02-25,43.5575,111.59,53.1,81.65,198.65,279.52,1.1358,1327.0601,22.77,125.37
2019-02-26,43.5825,112.36,53.23,81.82000000000001,198.9,279.32,1.1385,1328.56,22.73,125.58
2019-02-27,43.7175,112.17,53.24,82.0545,198.1,279.2,1.1369,1319.8,22.35,124.69
2019-02-28,43.2875,112.03,52.96,81.9915,196.7,278.68,1.137,1312.66,22.24,123.99
2019-03-01,43.7425,112.53,53.3,83.5865,198.2,280.42,1.1374,1293.3123,21.7,121.88
2019-03-04,43.9625,112.26,53.94,84.80850000000001,195.98,279.4,1.1337,1286.415,21.85,121.56
2019-03-05,43.8825,111.7,53.68,84.62150000000001,196.0,279.02,1.1306,1287.1801,21.97,121.72
2019-03-06,43.63,111.75,52.95,83.4475,194.74,277.33,1.1305,1286.36,21.52,121.61
2019-03-07,43.125,110.39,52.6,81.29750000000001,192.77,275.01,1.1192,1285.495,21.79,121.51
2019-03-08,43.2275,110.51,52.48,81.04,195.24,274.46,1.1238,1298.01,22.37,122.84
2019-03-11,44.725,112.83,53.35,83.531,195.97,278.44,1.1247,1294.0,22.29,122.24
2019-03-12,45.2275,113.62,53.57,83.655,196.63,279.49,1.1286,1301.76,22.68,122.98
2019-03-13,45.4275,114.5,54.37,84.54050000000001,197.25,281.34,1.1325,1309.03,22.86,123.84
2019-03-14,45.9325,114.59,53.44,84.311,197.47,281.16,1.1302,1296.0325,22.25,122.41
2019-03-15,46.53,115.91,54.33,85.618,198.26,281.31,1.1325,1301.13,22.3,122.97
2019-03-18,47.005,117.57,54.1,87.10750000000002,202.47,282.33,1.1336,1303.45,22.05,123.04
2019-03-19,46.6325,117.65,54.17,88.0925,201.12,282.4,1.1349,1306.3,22.13,123.38
2019-03-20,47.04,117.52,53.82,89.8635,194.32,281.55,1.1411,1312.235,22.63,124.18
2019-03-21,48.7725,120.22,54.64,90.96300000000001,194.58,284.73,1.1373,1309.205,22.75,123.68
2019-03-22,47.7625,117.05,53.26,88.2385,188.96,279.25,1.1313,1313.13,22.78,123.97
2019-03-25,47.185,117.66,52.78,88.71300000000001,188.51,279.04,1.1311,1321.8,23.26,124.92
2019-03-26,46.6975,117.91,53.44,89.188,190.69,281.12,1.1264,1315.42,23.35,124.3
2019-03-27,47.1175,116.77,53.16,88.28500000000001,190.03,279.65,1.1247,1309.46,23.01,123.65
2019-03-28,47.18,116.93,53.11,88.671,191.18,280.71,1.122,1290.15,22.41,121.9
2019-03-29,47.4875,117.94,53.7,89.03750000000001,191.99,282.48,1.1217,1291.9,22.42,122.01
2019-04-01,47.81,119.02,54.51,90.7095,196.74,285.83,1.1212,1287.415,21.96,121.53
2019-04-02,48.505,119.19,54.36,90.69900000000001,197.5,285.97,1.1202,1292.75,22.1,121.98
2019-04-03,48.8375,119.97,55.48,91.03500000000001,200.86,286.42,1.1234,1289.655,22.07,121.8
2019-04-04,48.9225,119.36,55.92,90.943,202.23,287.18,1.122,1292.125,22.5,122.11
2019-04-05,49.25,119.89,55.6,91.864,202.38,288.57,1.1214,1291.3,22.43,121.98
2019-04-08,50.025,119.93,55.68,92.493,202.54,288.79,1.1259,1297.165,22.69,122.51
2019-04-09,49.875,119.28,55.32,91.792,200.62,287.31,1.1261,1303.885,22.82,123.15
2019-04-10,50.155,120.19,55.75,92.3665,202.98,288.29,1.1273,1307.795,22.62,123.53
2019-04-11,49.7375,120.33,55.8,92.2035,202.83,288.21,1.125,1292.345,22.25,121.95
2019-04-12,49.7175,120.95,56.42,92.153,207.84,290.16,1.13,1290.0,22.21,121.83
2019-04-15,49.8075,121.05,56.28,92.2435,199.91,289.97,1.1307,1287.635,22.22,121.6
2019-04-16,49.8125,120.77,56.71,93.152,201.84,290.16,1.128,1276.17,21.81,120.51
2019-04-17,50.7825,121.77,58.56,93.241,207.9,289.45,1.1294,1273.74,21.66,120.28
2019-04-18,50.965,123.37,58.49,93.0845,205.91,290.02,1.1229,1275.01,21.34,120.37
2019-04-19,,,,,,,1.1246,,,
2019-04-22,51.1325,123.76,58.82,94.3655,204.6,290.27,1.1255,1274.675,20.98,120.37
2019-04-23,51.87,125.44,58.78,96.1885,204.14,292.88,1.1225,1272.15,20.82,120.12
2019-04-24,51.79,125.01,58.72,95.0875,200.54,292.23,1.1152,1274.96,21.02,120.47
2019-04-25,51.32,129.15,57.61,95.11250000000001,201.4,292.05,1.113,1276.95,20.87,120.57
2019-04-26,51.075,129.89,52.43,97.53150000000001,203.08,293.41,1.1148,1285.85,21.3,121.37
2019-04-29,51.1525,129.77,51.11,96.92150000000001,206.92,293.87,1.1185,1279.55,20.84,120.83
2019-04-30,50.1675,130.6,51.04,96.32600000000001,205.92,294.02,1.1215,1283.35,20.89,121.2
2019-05-01,52.63,127.88,50.76,95.57600000000001,204.73,291.81,1.1194,1276.355,20.52,120.4
2019-05-02,52.2875,126.21,50.55,95.041,204.99,291.18,1.1176,1270.29,20.17,119.94
2019-05-03,52.9375,128.9,51.75,98.123,207.52,294.03,1.12,1278.9399,20.29,120.65
2019-05-06,52.12,128.15,51.22,97.5275,206.43,292.82,1.1197,1280.075,20.3,120.81
2019-05-07,50.715,125.52,50.48,96.05000000000001,202.63,287.93,1.119,1284.3,20.71,121.21
2019-05-08,50.725,125.51,49.24,95.88850000000001,200.95,287.53,1.1191,1280.53,20.48,120.91
2019-05-09,50.18,125.5,46.62,94.9935,201.63,286.66,1.122,1283.74,20.43,121.2
2019-05-10,49.295,127.13,46.2,94.49900000000001,202.05,288.1,1.1233,1285.6,20.28,121.43
2019-05-13,46.43,123.35,44.76,91.13400000000001,194.97,280.86,1.1223,1299.655,20.93,122.67
2019-05-14,47.165,124.73,45.17,92.006,196.28,283.4,1.1203,1296.775,20.84,122.46
2019-05-15,47.73,126.02,45.62,93.5575,196.4,285.06,1.12,1296.415,20.79,122.39
2019-05-16,47.52,128.93,45.53,95.3785,199.14,287.7,1.1172,1286.4,20.56,121.51
2019-05-17,47.25,128.07,44.89,93.45,197.43,285.84,1.1156,1277.15,20.75,120.65
2019-05-20,45.7725,126.22,43.56,92.94850000000001,197.24,283.95,1.117,1277.495,20.68,120.64
2019-05-21,46.65,126.9,44.46,92.876,199.11,286.51,1.1158,1274.725,20.71,120.36
2019-05-22,45.695,127.67,44.0,92.98400000000001,195.52,285.63,1.1152,1273.365,20.36,120.24
2019-05-23,44.915,126.18,44.53,90.774,191.97,282.14,1.118,1283.05,20.44,121.17
2019-05-24,44.7425,126.24,44.57,91.164,193.0,282.78,1.1202,1284.645,20.57,121.3
2019-05-27,,,,,,,1.1196,1284.8,,
2019-05-28,44.5575,126.16,43.57,91.82150000000001,189.44,280.15,1.116,1279.06,20.42,120.83
2019-05-29,44.345,124.94,44.23,90.9595,188.05,278.27,1.1129,1279.2,20.42,120.87
2019-05-30,44.575,125.73,44.73,90.816,187.37,279.03,1.113,1288.5,20.77,121.69
2019-05-31,43.7675,123.68,44.04,88.7535,182.49,275.27,1.1167,1305.25,21.59,123.33
2019-06-03,43.325,119.84,43.46,84.6345,183.19,274.57,1.124,1324.77,22.49,125.11
2019-06-04,44.91,123.16,44.79,86.47800000000001,189.88,280.53,1.1251,1324.88,22.59,125.15
2019-06-05,45.635,125.83,44.55,86.92500000000001,188.44,282.96,1.1219,1329.78,22.63,125.47
2019-06-06,46.305,127.82,45.1,87.718,189.81,284.8,1.1274,1334.8,22.87,125.88
2019-06-07,47.5375,131.4,46.03,90.20150000000001,189.81,287.65,1.1331,1340.3,22.89,126.59
2019-06-10,48.145,132.6,46.8,93.03150000000001,194.12,288.97,1.1312,1327.73,22.46,125.33
2019-06-11,48.7025,132.1,46.85,93.185,194.73,288.9,1.1329,1326.6625,22.59,125.18
2019-06-12,48.5475,131.49,46.32,92.766,190.22,288.39,1.1287,1333.16,22.96,125.83
2019-06-13,48.5375,132.32,46.7,93.515,191.45,289.58,1.1275,1341.95,23.24,126.6
2019-06-14,48.185,132.45,46.19,93.4835,191.66,289.26,1.1207,1341.33,23.33,126.56
2019-06-17,48.4725,132.85,46.13,94.3015,190.83,289.37,1.1217,1339.285,23.46,126.48
2019-06-18,49.6125,135.16,47.37,95.0685,194.98,292.4,1.1191,1346.08,23.67,127.12
2019-06-19,49.4675,135.69,47.07,95.43950000000001,195.64,293.06,1.1224,1359.87,24.0,127.89
2019-06-20,49.865,136.95,47.19,95.90950000000001,195.7,295.86,1.1291,1387.78,25.05,131.11
2019-06-21,49.695,136.97,47.46,95.565,195.94,294.0,1.1366,1398.65,25.21,131.98
2019-06-24,49.645,137.78,47.63,95.69500000000001,197.49,293.64,1.1396,1419.15,26.17,133.94
2019-06-25,48.8925,133.43,46.85,93.9135,196.06,290.76,1.1365,1422.85,25.63,134.2
2019-06-26,49.95,133.93,48.19,94.89150000000001,197.01,290.47,1.1368,1408.35,25.52,132.97
2019-06-27,49.935,134.15,47.46,95.214,199.32,291.5,1.1368,1409.28,25.33,132.84
2019-06-28,49.48,133.96,47.87,94.68150000000001,204.6,293.0,1.1368,1409.1,25.56,133.2
2019-07-01,50.3875,135.68,48.05,96.10950000000001,206.86,295.66,1.1285,1384.0649,24.58,130.62
2019-07-02,50.6825,136.58,48.12,96.7155,205.98,296.43,1.1283,1418.1949,25.55,133.41
2019-07-03,51.1025,137.46,48.52,96.95,206.04,298.8,1.1277,1418.54,25.65,133.63
2019-07-04,,,,,,,1.1284,1415.19,,
2019-07-05,51.0575,137.06,48.08,97.14550000000001,207.9,298.46,1.1224,1399.55,25.39,132.14
2019-07-08,50.005,136.96,47.82,97.616,205.75,296.82,1.1214,1395.2,25.42,131.29
2019-07-09,50.31,136.46,47.75,99.415,207.77,297.19,1.1206,1397.8,25.65,131.75
2019-07-10,50.8075,137.85,48.21,100.8705,205.97,298.61,1.1249,1418.8,26.2,133.83
2019-07-11,50.4375,138.4,48.6,100.0535,211.35,299.31,1.1252,1403.6,25.94,132.7
2019-07-12,50.825,138.9,49.92,100.55000000000001,213.94,300.65,1.1269,1415.495,26.21,133.53
2019-07-15,51.3025,138.9,50.12,101.04950000000001,211.58,300.75,1.1257,1413.68,26.18,133.53
2019-07-16,51.125,137.08,49.17,100.495,215.52,299.71,1.1209,1405.93,26.05,132.4
2019-07-17,50.8375,136.27,49.39,99.6015,213.3,297.74,1.1223,1426.6,27.09,134.58
2019-07-18,51.415,136.42,49.94,98.89500000000001,214.52,298.83,1.1275,1446.0,28.25,136.48
2019-07-19,50.6475,136.62,50.27,98.226,213.52,297.17,1.122,1424.91,27.98,134.47
2019-07-22,51.805,138.43,51.35,99.28150000000001,214.0,297.9,1.1208,1424.72,28.19,134.45
2019-07-23,52.21,139.29,51.75,99.7245,219.43,300.03,1.1151,1416.99,27.87,133.69
2019-07-24,52.1675,140.72,52.92,100.04050000000001,222.03,301.44,1.1139,1425.8,28.15,134.37
2019-07-25,51.755,140.19,52.16,98.691,219.98,300.0,1.1145,1414.13,27.43,133.42
2019-07-26,51.935,141.34,51.59,97.1525,222.14,302.01,1.1125,1418.31,27.28,133.64
2019-07-29,52.42,141.03,52.51,95.6225,220.32,301.46,1.1144,1426.6851,27.77,134.53
2019-07-30,52.195,140.35,51.7,94.9265,221.4,300.72,1.1153,1430.6,27.83,134.98
2019-07-31,53.26,136.27,50.55,93.339,220.13,297.43,1.1074,1413.55,26.5,133.21
2019-08-01,52.1075,138.06,49.5,92.766,211.6,294.84,1.1083,1445.0551,27.85,136.41
2019-08-02,51.005,136.9,48.68,91.162,209.37,292.62,1.1107,1440.455,27.77,135.89
2019-08-05,48.335,132.21,46.97,88.25650000000002,201.68,283.82,1.1202,1463.6,28.6,137.79
2019-08-06,49.25,134.69,46.96,89.39150000000001,206.01,287.8,1.1198,1473.87,28.67,138.91
2019-08-07,49.76,135.28,46.73,89.67000000000002,205.74,287.97,1.1197,1500.8,29.26,141.02
2019-08-08,50.8575,138.89,47.17,91.64450000000001,207.0,293.62,1.1178,1500.0,29.77,141.73
2019-08-09,50.2475,137.71,45.98,90.379,206.9,291.62,1.1198,1496.84,29.36,141.26
2019-08-12,50.12,135.79,45.6,89.24600000000001,201.52,288.07,1.1212,1511.155,29.0,142.63
2019-08-13,52.2425,138.6,46.84,91.217,204.11,292.55,1.1169,1501.14,28.45,141.78
2019-08-14,50.6875,133.98,45.87,88.14800000000001,195.56,283.9,1.1138,1516.085,28.41,142.75
2019-08-15,50.435,133.68,45.7,88.806,196.18,284.65,1.1106,1522.955,28.73,143.7
2019-08-16,51.625,136.13,46.5,89.6285,199.42,288.85,1.1089,1513.75,28.28,142.78
2019-08-19,52.5875,138.41,47.23,90.806,202.2,292.33,1.1076,1495.0,27.93,141.11
2019-08-20,52.59,137.26,46.6,90.06900000000002,199.98,290.09,1.1099,1506.85,28.85,142.21
2019-08-21,53.16,138.79,47.15,91.177,200.68,292.45,1.1083,1502.0,28.7,141.76
2019-08-22,53.115,137.78,46.78,90.28,202.42,292.36,1.1078,1498.6,28.49,141.4
2019-08-23,50.66,133.39,44.96,87.481,196.2,284.85,1.1144,1526.1,29.64,144.17
2019-08-26,51.6225,135.45,45.56,88.4435,199.65,288.0,1.11,1526.0,29.64,144.19
2019-08-27,51.04,135.74,45.79,88.0915,198.07,286.87,1.109,1542.395,30.56,145.57
2019-08-28,51.3825,135.56,45.79,88.2125,200.42,288.89,1.1077,1538.8,30.41,145.16
2019-08-29,52.2525,138.12,46.87,89.32000000000001,203.44,292.58,1.1055,1527.4,29.66,144.12
2019-08-30,52.185,137.86,47.41,88.81450000000001,203.91,292.45,1.0989,1519.85,29.86,143.75
2019-09-02,,,,,,,1.0966,1530.34,,
2019-09-03,51.425,136.04,46.98,89.492,198.97,290.74,1.0972,1546.7,30.37,145.75
2019-09-04,52.2975,137.63,48.92,90.031,201.73,294.04,1.1033,1552.35,30.95,146.66
2019-09-05,53.32,140.05,50.1,92.036,207.05,297.82,1.1033,1519.1,29.31,143.14
2019-09-06,53.315,139.1,50.92,91.6755,207.21,298.05,1.1027,1506.7,28.48,141.92
2019-09-09,53.5425,137.52,51.59,91.5675,211.98,298.2,1.1046,1498.65,27.73,141.39
2019-09-10,54.175,136.08,51.82,91.0275,215.63,298.13,1.1043,1485.5,27.51,140.18
2019-09-11,55.8975,136.12,52.79,91.1495,216.8,300.25,1.1009,1497.3,27.72,141.03
2019-09-12,55.77125,137.52,53.01,92.17750000000001,218.74,301.29,1.1061,1498.7,27.27,141.32
2019-09-13,54.6875,137.32,52.54,91.967,219.9,301.09,1.1073,1488.45,26.64,140.15
2019-09-16,54.975,136.33,52.2,90.392,217.22,300.16,1.1,1497.9,27.29,141.32
2019-09-17,55.175,137.39,51.95,91.1275,215.91,300.92,1.1071,1502.2,28.12,141.6
2019-09-18,55.6925,138.52,51.74,90.873,217.08,301.1,1.1029,1493.65,27.62,140.71
2019-09-19,55.24,141.07,51.57,91.075,215.23,301.08,1.104,1499.0,28.1,141.28
2019-09-20,54.4325,139.44,50.72,89.70800000000001,213.74,298.28,1.1017,1516.75,28.69,142.95
2019-09-23,54.68,139.14,50.9,89.265,213.46,298.21,1.0991,1521.865,29.16,143.75
2019-09-24,54.42,137.38,49.82,87.0805,207.75,295.87,1.1018,1531.8,29.49,144.51
2019-09-25,55.2575,139.36,51.02,88.4165,210.03,297.62,1.0941,1503.75,28.43,141.83
2019-09-26,54.9725,139.54,50.92,86.992,208.22,297.0,1.0921,1505.6,28.11,141.79
2019-09-27,54.705,137.73,50.78,86.27250000000001,208.97,295.4,1.0938,1496.56,27.45,141.06
2019-09-30,55.9925,139.03,51.53,86.7955,207.23,296.77,1.0898,1472.0,26.71,138.87
2019-10-01,56.1475,137.07,50.76,86.78250000000001,202.69,293.24,1.093,1478.58,26.92,139.63
2019-10-02,54.74,134.65,49.39,85.6615,198.25,288.06,1.0958,1499.26,27.41,141.26
2019-10-03,55.205,136.28,50.03,86.221,197.24,290.42,1.0964,1504.75,27.25,141.9
2019-10-04,56.7525,138.12,50.92,86.98250000000002,200.8,294.35,1.0976,1504.35,27.87,141.9
2019-10-07,56.765,137.12,50.62,86.63300000000001,200.4,293.08,1.097,1493.35,27.58,140.69
2019-10-08,56.1,135.67,49.725,85.27550000000001,197.37,288.53,1.0954,1505.26,28.36,141.92
2019-10-09,56.7575,138.24,50.48,86.0995,196.85,291.27,1.0969,1505.3,28.05,142.05
2019-10-10,57.5225,139.1,51.11,86.013,199.87,293.24,1.1004,1494.0,28.05,140.81
2019-10-11,59.0525,139.68,52.09,86.596,204.68,296.28,1.104,1489.45,26.97,140.03
2019-10-14,58.9675,139.55,51.64,86.82150000000001,205.82,295.95,1.1028,1492.8,27.07,140.59
2019-10-15,58.83,141.575,52.65,88.36900000000001,206.46,298.88,1.1031,1480.92,26.19,139.61
2019-10-16,58.5925,140.41,52.445,88.87150000000001,207.42,298.4,1.107,1489.37,26.71,140.41
2019-10-17,58.82,139.69,51.86,89.37400000000001,206.46,299.28,1.1122,1491.64,27.08,140.61
2019-10-18,59.1025,137.41,51.36,87.8755,206.52,297.97,1.1169,1489.7,27.12,140.46
2019-10-21,60.1275,138.43,52.13,89.28300000000002,209.25,299.99,1.1148,1484.25,26.58,139.79
2019-10-22,59.99,136.37,52.01,88.2865,209.6,299.01,1.1124,1487.65,26.54,140.2
2019-10-23,60.795,137.24,51.72,88.1085,211.32,299.88,1.1129,1491.85,26.81,140.53
2019-10-24,60.895,139.94,52.23,89.039,211.05,300.37,1.1104,1503.25,27.52,141.53
2019-10-25,61.645,140.73,56.46,88.0665,214.23,301.6,1.1078,1504.33,27.74,141.86
2019-10-28,62.2625,144.19,56.76,88.854,217.75,303.3,1.1098,1492.4449,27.06,140.64
2019-10-29,60.8225,142.83,56.34,88.13550000000001,217.64,303.21,1.111,1487.4,27.21,140.25
2019-10-30,60.815,144.61,56.6,88.99950000000001,215.81,304.14,1.1148,1495.2,27.45,141.02
2019-10-31,62.19,143.37,56.53,88.83300000000001,213.38,303.33,1.115,1513.16,28.15,142.43
2019-11-01,63.955,143.72,56.51,89.572,217.39,306.14,1.1165,1513.55,28.01,142.56
2019-11-04,64.375,144.55,57.61,90.233,219.87,307.37,1.1126,1509.2367,27.52,142.15
2019-11-05,64.2825,144.46,57.55,90.08550000000001,218.64,307.03,1.1074,1484.0,26.97,139.85
2019-11-06,64.31,144.06,57.6,89.7885,218.42,307.1,1.1065,1490.3621,27.3,140.45
2019-11-07,64.8575,144.26,58.05,89.41000000000001,223.29,308.18,1.1049,1467.8219,26.49,138.27
2019-11-08,65.035,145.96,58.27,89.29400000000001,222.91,308.94,1.1016,1458.407,26.23,137.39
2019-11-11,65.55,146.11,58.35,88.58250000000001,219.03,308.35,1.1032,1455.6505,26.24,137.06
2019-11-12,65.49,147.07,58.2,88.9,220.41,309.0,1.1007,1456.9449,26.59,137.43
2019-11-13,66.1175,147.31,57.89,87.6555,219.32,309.1,1.1006,1462.9354,26.75,137.98
2019-11-14,65.66,148.06,57.81,87.73,219.43,309.55,1.1021,1470.95,27.0,138.56
2019-11-15,66.44,149.97,57.96,86.9745,220.25,311.79,1.105,1467.1169,26.74,138.21
2019-11-18,66.775,150.34,58.25,87.62650000000001,219.73,312.02,1.107,1470.7528,27.2,138.62
2019-11-19,66.5725,150.39,58.35,87.6395,220.04,311.93,1.1078,1472.2814,27.23,138.69
2019-11-20,65.7975,149.62,57.9,87.2765,217.91,310.77,1.1072,1471.1514,27.34,138.76
2019-11-21,65.5025,149.48,58.22,86.7355,218.23,310.27,1.1057,1464.15,26.82,138.0
2019-11-22,65.445,149.59,57.61,87.286,220.28,310.96,1.1022,1462.04,26.76,137.74
2019-11-25,66.5925,151.23,58.81,88.69200000000001,222.75,313.37,1.1013,1454.8738,26.2,137.08
2019-11-26,66.0725,152.03,58.9,89.84700000000001,222.45,314.08,1.1018,1461.2,26.78,137.74
2019-11-27,66.96,152.32,58.51,90.9255,222.95,315.48,1.0998,1454.25,26.66,137.01
2019-11-28,,,,,,,1.1007,1458.0917,,
2019-11-29,66.8125,151.38,58.05,90.04,221.35,314.31,1.1015,1463.9,27.08,137.86
2019-12-02,66.04,149.55,57.66,89.08,217.64,311.64,1.1077,1462.34,27.17,137.79
2019-12-03,64.8625,149.31,56.07,88.498,212.24,309.55,1.1081,1477.241,27.77,139.11
2019-12-04,65.435,149.85,56.02,88.03450000000001,215.94,311.46,1.1076,1474.1,27.48,138.92
2019-12-05,66.395,149.93,56.08,87.024,217.14,312.02,1.1102,1475.6029,27.62,139.0
2019-12-06,67.6775,151.75,56.81,87.58,224.61,314.87,1.1057,1459.5071,26.97,137.62
2019-12-09,66.73,151.36,56.53,87.47550000000001,221.81,313.88,1.1062,1461.89,26.92,137.58
2019-12-10,67.12,151.13,56.59,86.96050000000001,221.88,313.53,1.1092,1463.96,27.13,137.97
2019-12-11,67.6925,151.7,57.07,87.436,221.19,314.42,1.1128,1474.75,27.71,138.92
2019-12-12,67.865,153.24,57.55,88.01650000000001,226.05,317.13,1.1128,1469.33,27.66,138.43
2019-12-13,68.7875,154.53,57.79,88.04700000000001,225.0,317.32,1.1119,1475.5586,27.72,139.05
2019-12-16,69.965,155.53,57.7,88.46050000000001,228.04,319.5,1.1142,1476.0013,27.39,139.04
2019-12-17,70.1025,154.69,57.3,89.53300000000002,231.15,319.57,1.1149,1476.2,27.16,139.01
2019-12-18,69.935,154.37,57.17,89.20150000000001,230.45,319.59,1.1111,1475.1862,27.45,139.02
2019-12-19,70.005,155.71,57.96,89.614,229.94,320.9,1.112,1479.0472,27.48,139.38
2019-12-20,69.86,157.41,58.95,89.325,228.93,320.73,1.1078,1477.9497,27.13,139.52
2019-12-23,71.0,157.41,59.23,89.65,229.09,321.22,1.1086,1485.27,27.77,139.95
2019-12-24,71.0675,157.38,59.41,89.46050000000001,229.91,321.23,1.1087,1498.81,28.66,141.27
2019-12-25,,,,,,,1.109,1498.6,,
2019-12-26,72.4775,158.67,59.82,93.4385,231.21,322.94,1.1096,1511.2979,29.08,142.38
2019-12-27,72.45,158.96,60.08,93.49000000000001,230.66,322.86,1.1175,1510.4167,28.87,142.33
2019-12-30,72.88,157.59,59.62,92.34450000000001,229.8,321.08,1.1197,1515.123,29.49,142.63
2019-12-31,73.4125,157.7,59.85,92.392,229.93,321.86,1.121,1517.01,29.28,142.9
2020-01-01,,,,,,,1.121,1516.89,,
2020-01-02,75.0875,160.62,60.84,94.90050000000001,234.32,324.87,1.117,1528.85,29.35,143.95
2020-01-03,74.3575,158.62,60.1,93.7485,231.58,322.41,1.1158,1551.4027,29.17,145.86
2020-01-06,74.95,159.03,59.93,95.144,233.95,323.64,1.1193,1565.8586,29.22,147.39
2020-01-07,74.5975,157.58,58.93,95.343,235.49,322.73,1.1151,1573.8876,29.5,147.97
2020-01-08,75.7975,160.09,58.97,94.5985,237.76,324.45,1.1103,1555.71,28.35,146.86
2020-01-09,77.4075,162.09,59.3,95.05250000000001,242.6,326.65,1.1105,1552.2688,28.04,146.03
2020-01-10,77.5825,161.34,58.94,94.15800000000002,242.11,325.71,1.112,1562.033,28.45,146.91
2020-01-13,79.24,163.28,59.59,94.565,245.21,327.95,1.1133,1548.0518,27.77,145.82
2020-01-14,78.17,162.13,59.43,93.47200000000001,245.66,327.45,1.1127,1546.1237,28.26,145.69
2020-01-15,77.835,163.18,58.94,93.101,245.21,328.19,1.1149,1555.9351,28.79,146.54
2020-01-16,78.81,166.17,59.66,93.897,249.72,330.92,1.1135,1552.54,28.67,146.31
2020-01-17,79.6825,167.1,59.6,93.236,249.46,331.95,1.1088,1556.2247,28.42,146.58
2020-01-20,,,,,,,1.1094,1561.28,,
2020-01-21,79.1425,166.5,60.55,94.60000000000001,245.7,331.3,1.1082,1557.73,28.95,146.74
2020-01-22,79.425,165.7,62.73,94.373,247.05,331.34,1.1091,1558.62,28.84,146.79
2020-01-23,79.8075,166.72,63.32,94.229,245.58,331.72,1.1052,1563.025,28.66,147.12
2020-01-24,79.5775,165.04,68.47,93.08200000000001,241.92,328.77,1.1023,1570.365,29.22,147.98
2020-01-27,77.2375,162.28,65.69,91.417,238.14,323.5,1.1016,1581.65,29.08,148.99
2020-01-28,79.4225,165.46,67.31,92.66250000000001,242.58,326.89,1.102,1565.86,28.31,147.66
2020-01-29,81.085,168.04,66.33,92.9,240.12,326.62,1.1009,1576.7175,28.86,148.46
2020-01-30,80.9675,172.78,66.47,93.534,244.13,327.68,1.103,1573.92,28.73,148.47
2020-01-31,77.3775,170.23,63.93,100.436,237.75,321.73,1.1093,1589.8149,28.99,149.33
2020-02-03,77.165,174.38,64.42,100.21000000000001,239.01,324.12,1.1058,1576.05,28.56,148.36
2020-02-04,79.7125,180.12,65.46,102.4835,241.94,329.06,1.1042,1552.26,28.05,146.43
2020-02-05,80.3625,179.9,67.34,101.9935,244.3,332.86,1.0997,1556.405,28.05,146.61
2020-02-06,81.3025,183.63,67.09,102.51150000000001,241.82,333.98,1.098,1566.5601,28.4,147.4
